orig_index,text,lat,long
9167,"ibis budget London Bromley Town Centre, 18 Elmfield Road, Bromley , United Kingdom, London, BR11LR",51.40235,0.017137
7420,"The Park Hotel, 6 Oak Avenue Bradford, Yorkshire and The Humber, BD87AQ",53.81076,-1.76392
17963,"Bannatyne Hotel Darlington, Southend Avenue  DarlingtonCounty Durham, North East, DL37HZ",54.52061,-1.56088
48443,"The Norwich Hotel, 116 Thorpe Road NorwichNorfolk, East of England, NR11RU",52.62592,1.31311
8276,"The Charm Brighton Boutique Hotel, 20-21 New Steine Brighton, Brighton and Hove, South East, BN21PD",50.82013,-0.13147
13442,"Premier Inn Corby, 1 Little Colliers Field CorbyNorthants, North Northamptonshire, East Midlands, NN188TJ",52.459128,-0.735608
6074,"The Carlton, 64 Albert Road Blackpool, North West, FY14PR",53.81551,-3.05084
47746,"Canal Court, Merchant Quay NewryCounty DownNorthern Ireland, Newry, Mourne and Down, BT358HF",54.17611,-6.339974
37219,"The Z Hotel Victoria, 5 Lower Belgrave Street London, Westminster, SW1W0NR",51.49574,-0.14627
5868,"DJ Suites Blackpool, 40-48 Hornby Road Blackpool, North West, FY14QJ",53.81405,-3.04931
33354,"La Tour, 92 94 Albert Road Blackpool, North West, FY14PR",53.816103,-3.049053
16975,"Gilpin Hotel & Lake House, Crook Road Windermere The English Lake District, Westmorland and Furness, North West, LA233NE",54.35489,-2.88033
10728,"The Pilgrims Hotel, 18 The Friars Canterbury, South East, CT12AS",51.28061,1.078108
17268,"Tebay Services Hotel, Near Orton PenrithCumbria, Westmorland and Furness, North West, CA103SB",54.44991,-2.61117
43098,"Maldron Hotel Derry, Butcher Street Derry Derry-Londonderry Northern Ireland, Derry City and Strabane, BT486HL",54.996037,-7.322957
10920,"ibis Cardiff, Churchill way Cardiff, CF102HA",51.47959,-3.170983
38702,"The Bryson Hotel, 124-132 Clerkenwell Road London, Camden, EC1R5DJ",51.522059,-0.108688
5175,"Cobden Hotel Birmingham, 166 Hagley Rd Birmingham, West Midlands, B169NZ",52.4719,-1.939089
37334,"Doubletree by Hilton London Marble Arch, 4 Bryanston Street  London, Westminster, W1H7BY",51.51456,-0.156536
37856,"Hyde Park Suites, 30 Inverness Terrace BayswaterLondon, Westminster, W23JA",51.511639,-0.186122
8690,"Beech House, 6 St. Paul's Road Clifton Bristol, Bristol, City of, South West, BS81LT",51.45964,-2.609217
37319,"Travelodge London Bromley, 37 LONDON ROAD BROMLEY, BR11DG",51.4103305,0.0099824
33760,"The Carlton, 64 Albert Road Blackpool, North West, FY14PR",53.81551,-3.05084
33860,"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF",53.81535,-3.04847
8036,"Leeds House Guest House, 40 Windsor Crescent Bridlington East Yorkshire, East Riding of Yorkshire, Yorkshire and The Humber, YO153HY",54.08132,-0.1952
37185,"Holland House, 53 Eccleston Square London, Westminster, SW1V1PG",51.49133,-0.14428
6092,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW",53.81587,-3.04916
22742,"Hill Park Hotel, 10 Heath Road Rosyth Rosyth, Fife, KY112BT",56.0339,-3.42012
907,"Tullie Inn, Balloch Road Balloch BallochWest Dunbartonshire, G838SW",56.00298,-4.58313
37627,"Comfort Inn Hyde Park, 73 Queensborough Terrace London, Westminster, W23SU",51.51096,-0.185067
44581,"Moxy Manchester City, 8 ATKINSON STREET, Manchester England, North West, M33HH",53.479025,-2.250036
17131,"Dalston Hall Hotel, Dalston CarlisleCumbria, Cumberland, North West, CA57JX",54.85526,-2.9761
6219,"Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE",53.81356,-3.04633
20869,"Marine Parade Hotel, 13-14 Marine Parade Eastbourne East Sussex, South East, BN213DX",50.768721,0.294294
37565,"Astor Kensington Hostel, 45 Queensborough Terrace Londo, NW23SY",51.51176,-0.18539
6196,"Sorrento House, 83 Coronation Street Blackpool, North West, FY14PD",53.81459,-3.05099
24852,"Premier Inn Great Yarmouth West (A47), North River Road, Runham Vauxhall Great Yarmouth, East of England, NR301SH",52.6150784,1.722154515
30663,"The Anchor Inn, 1 3 High Street, Isle of Wight, South East, PO317SA",50.761239,-1.297624
10632,"Culloden Farmhouse, 16 Victoria Road Camelford, Cornwall, South West, PL329XA",50.623699,-4.675718
64531,"Ardencote, The Cumsey Lye Green Road Claverdon, Stratford-on-Avon, West Midlands, CV358LT",52.28777,-1.70769
6335,"The Woodleigh Over 50's B & B, 32 King Edward Ave, Blackpool, North West, FY29TA",53.8354,-3.05186
52718,"The White Horse Inn Hotel, 2 The Square West Sussex Storrington StorringtonWest Sussex, Horsham, South East, RH204DJ",50.917802,-0.454082
20785,"Blackgill Lodge, 2 Blackgill Cottageeasington, Redcar and Cleveland, North East, TS134UE",54.5339,-0.8496
35893,"Mercure Liverpool Atlantic Tower Hotel, Chapel Street  Liverpool, North West, L39RE",53.40714,-2.995417
5537,"The New Sandringham Court Hotel, 65 69 Reads Avenue Blackpool, North West, FY14DG",53.81365,-3.04691
27182,"The Druidstone Hotel, Druidstone Haven Welsh Road DruidstoneBroad HavenHaverfordwest, Pembrokeshire, SA623NE",51.8097,-5.10198
37716,"Pembridge Palace Hotel, 55 PrinceÂs Square  London, Westminster, W24PX",51.513492,-0.192363
28865,"Lichfield House, 30 Waterloo Street Hove, Brighton and Hove, South East, BN31AN",50.824974,-0.156641
34937,"Fraoch House, 66 Pilrig Street Edinburgh Scotland, City of Edinburgh, EH65AS",55.965761,-3.180552
48384,"The Greenwood Hotel Wetherspoon, 674 Whitton Avenue West NortholtLondon, Ealing, UB54LA",51.55295,-0.35137
37240,"Holiday Inn Express London Victoria, 106 110 Belgrave Road London, Westminster, SW1V2BJ",51.48984,-0.137111
32626,"The Bull And Bush Hotel Kingston, Washington Road Kingston Upon Thames, London, KT13JB",51.40819,-0.28956
37657,"Holiday Inn London Mayfair, 3 Berkeley Street London, W1J8NE",51.507667,-0.142684
209,"Aloft Aberdeen TECA, Gough Burn Crescent, Aberdeen, , United Kingdom, Aberdeen City, AB219FY",57.18598,-2.188734
39319,"Kent Hall Hotel, 414 Seven Sisters Road London, Hackney, N42LX",51.56981,-0.0967
5964,"Eastgate Hotel, 6 Charnley Road Blackpool Blackpool, North West, FY14PF",53.81528,-3.04895
16286,"The Hylands, 153 Warwick Road CoventryWest Midlands, CV36AU",52.39796,-1.51613
11044,"County Hotel, 9 Botchergate Carlisle, Cumberland, North West, CA11QP",54.8916,-2.93218
23936,"The Snooty Fox, Market Place Tetbury Gloucestershire, Cotswold, South West, GL88DD",51.63694,-2.15926
58033,"The Royal Clarence Hotel Adults Only, 31 The Esplanade Burnham-on-Sea Somerset, South West, TA81BQ",51.23798,-2.99869
19480,"East Close Hotel, Lyndhurst Road HintonChristchurchDorset, New Forest, South East, BH237EF",50.771459,-1.696519
5145,"The Norfolk Hotel, 267 Hagley Rd Edgbaston Birmingham, West Midlands, B169NA",52.47207,-1.94845
66042,"Stanneylands Hotel, Stanneylands Rd WilmslowCheshire, Cheshire East, North West, SK94EY",53.342161,-2.227238
49041,"Orkneylodge, Houton Bay Scapa Flow Orkney Isles OrphirOrkney Isles, Orkney Islands, KW172RD",58.917443,-3.182389
16512,"Crowne Plaza London Gatwick Airport, Langley Drive Langley Drive Crawley, South East, RH117SX",51.125748,-0.189187
17648,"Goodwin House, 29 Southey Street Keswick, Cumberland, North West, CA124EE",54.59918,-3.13331
4536,"The Lion Hotel, Lion Hotel Bridge Street BelperDerbyshire, Amber Valley, East Midlands, DE561AX",53.02448,-1.48489
7013,"Travelodge Bournemouth Seafront, West Hill Road 36 Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25EG",50.71637344,-1.883826017
6844,"Borve House Hotel, Borve Isle of Lewis, Na h-Eileanan Siar, HS20RX",58.41644,-6.43369
37303,"The Coronation Hotel, 59 Nevern Square Earls Court London Earls Court, Kensington and Chelsea, SW59PN",51.492607,-0.196751
38332,"TheWesley, 81-103 Euston Street London, Camden, NW12EZ",51.526761,-0.135887
22720,"The Coastal Inn, 14 John Street Cellardyke, Fife, KY103BB",56.22318,-2.689
8331,"Maon Hotel, 26 Upper Rock Gardens Brighton, Brighton and Hove, South East, BN21QE",50.82098,-0.13011
37792,"Ibis London Earls Court, 47 Lillie Road Earl's Court Earl's CourtLondon, Hammersmith and Fulham, SW61UD",51.486065,-0.199929
34976,"Hot el Apartments Edinburgh Waterfront, Western Harbour Breakwater 9  Edinburgh, City of Edinburgh, EH66PZ",55.986918,-3.190034
22025,"Woodhayes Country House Woodhayes Lane Whimple Exeter, East Devon, South West, EX52TQ",50.7634021,-3.3550674
12091,"Belgrave, City Road Chester, Cheshire West and Chester, North West, CH13AE",53.19541,-2.88112
6048,"The Montclair, 95 Albert Road Blackpool, North West, FY14PW",53.81571,-3.04936
25010,"Hilton Woking, Church Street West, Woking , United Kingdom, South East, GU216AX",51.317974,-0.56264
44397,"Mercure Manchester Piccadilly, Portland Street Manchester, North West, M14PH",53.48002,-2.23719
56885,"The Sun Hotel, 18-19 North Parade Skegness, East Lindsey, East Midlands, PE252UB",53.1467,0.345547
61070,"Corsewall Castle Farm Lodges, Corsewall Castle Farm Kirkcolm, Dumfries and Galloway, DG90QG",55.00045,-5.15122
39012,"Clayton Hotel City of London, 10 New Drum Street London, Tower Hamlets, E17AT",51.514899,-0.070659
46869,"The Kenilworth, Osborne Road Jesmond 44  Newcastle Upon Tyne JesmondNewcastle upon Tyne Tyne and Wear, North East, NE22AL",54.990208,-1.604534
34659,"Victoria House Apartments, Jfd Veritas Ltd 101 Victoria House 143 145 The Headrow, Leeds, Yorkshire and The Humber, LS15RL",53.79943,-1.54758
61550,"Travelodge Swansea Central, Princess Way Swansea, SA13LQ",51.61894989,-3.941382885
20794,"Gothic House, 55 High Street East Grinstead, Mid Sussex, South East, RH193DD",51.12402,-0.00511
23685,"Campanile Hotel Glasgow SECC, 10 Tunnel Street  Glasgow, Glasgow City, G38HL",55.858864,-4.282833
5822,"The Parisienne Hotel, 240-244 North Promenade Blackpool, North West, FY11RZ",53.82385,-3.05523
38085,"Malmaison London, 18-21 Charterhouse Square London, Islington, EC1M6AH",51.52063,-0.10029
5887,"Hotel Athol, 383 385 South Promendade Blackpool, North West, FY16BH",53.800614,-3.055484
2640,"The Berkeley, 1a Barns Street AyrSouth Ayrshire, KA71XB",55.46081,-4.6348
32204,"Grasmere Court, 22-24 Bath Road Keynsham KeynshamBristol, Bath and North East Somerset, South West, BS311SN",51.41231,-2.49069
38729,"Novotel London Canary Wharf, 40 Marsh Wall London, Tower Hamlets, E149TP",51.501324,-0.023264
8164,"Sandpiper Chalet Bridport, Eype Mouth Chalet Park Eype, Dorset, South West, DT66AL",50.71979,-2.7826
35849,"Holiday Inn Express Liverpool, Britannia Pavillion Britannia Pavilion Albert Doc Liverpool, KL34AD",53.39892,-2.992747
27507,"Ockenden Manor Hotel & Spa, Ockenden Lane Cuckfield Cuckfield West Sussex, Mid Sussex, South East, RH175LD",51.006635,-0.1446
80,"The Chester Hotel, 59 63 Queens Road AberdeenScotland, Aberdeen City, AB154YP",57.14076,-2.13663
5276,"ibis Birmingham Centre Irving Street, 55 Irving Street Birmingham, West Midlands, B11DH",52.47262,-1.90245
8321,"Baggies Backpackers, 33 Oriental Place Brighton, Brighton and Hove, South East, BN12LL",50.82254,-0.15406
12105,"Cranage Hall, Byley Lane Cranage CranageHolmes Chapel  Cheshire, Cheshire East, North West, CW48EW",53.212156,-2.375628
33531,"The World Hotel, 1 Lansdowne Place  Blackpool, North West, FY11SB",53.82368088,-3.054990053
33145,"Lucena Hotel, Barton Avenue Blackpool, North West, FY16AP",53.804753,-3.054033
26648,"Hampton by Hilton Hamilton Park, Bothwell Road, South Lanarkshire, ML30DW",55.78830205,-4.05220255
8609,"Ibis Bristol Temple Meads, Avon Street Bristol, Bristol, City of, South West, BS20PS",51.45192,-2.579441
47926,"Barholm Accommodation, Saint John Street Newton StewartCreetown, Dumfries and Galloway, DG87JE",54.89866,-4.37915
12054,"Bowman Lodge, 52 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL",53.20183,-2.87251
21220,"Sheraton Grand Hotel & Spa, 1 Festival Square Edinburgh Scotland, City of Edinburgh, EH39SR",55.94705,-3.207419
8403,"Flat With Stunning Sea View, Marine Parade, Brighton and Hove, South East, BN21AZ",50.818796,-0.129107
37357,"Gower House Hotel, 57 Gower Street Camden London, WC1E6HJ",51.521579,-0.131907
39039,"Moxy London Stratford, 86 Great Eastern Road London, Newham, E151GR",51.542934,-0.0011
12209,"Brook Mollington Banastre Hotel & Spa, Parkgate Road Mollington MollingtonChester, Cheshire West and Chester, North West, CH16NN",53.216481,-2.916688
35911,"Aloft Liverpool, No. 1 North John Street Liverpool, North West, L25QW",53.407475,-2.989382
6207,"The Kings Cross Hotel, 44 Charnley Rd Blackpool, North West, FY14PF",53.815311,-3.048911
39409,"Aparthotel Adagio London Sutton Point, 8 Sutton Plaza Sutton, Sutton, , United Kingdom, London, SM14FS",51.360878,-0.190493
54383,"The Lion Hotel, High Street  Buckden, Huntingdonshire, East of England, PE195XA",52.29364,-0.25433
49754,"Hammet House, Llechryd Pembrokeshire, SA432QA",52.0611,-4.60777
33495,"The Clarendon Hotel, Marine Road West Morecambe, Lancaster, North West, LA44EP",54.06711,-2.87931
48309,"Plough Hotel, Bridge Street Northampton, West Northamptonshire, East Midlands, NN11PF",52.23379,-0.89732
8183,"Copthorne Hotel Merry Hill Dudley, The Waterfront, Level Street The WaterfrontBierley Hill Dudley, West Midlands, DY51UR",52.48499,-2.115558
12814,"Kingscliff Hotel, 55 Kings Parade Holland-on-SeaClacton-on-SeaEssex, Tendring, East of England, CO155JB",51.798211,1.184815
27431,"Premier Inn London Hayes Heathrow, 362 Uxbridge Road HayesMiddlesex, Hillingdon, London, UB40HF",51.51835,-0.4062
533,"The Wylfa, Lon Sarn Bach Abersoch, Gwynedd, LL537DY",52.82203969,-4.506175515
37892,"Fitzroylondon, 41 Fitzroy Street London, Camden, W1T6DZ",51.52378,-0.14037
10890,"St Pierre Marriott Hotel & Country Club, St Pierre Park Chepstow, Monmouthshire, NP166YA",51.611893,-2.701032
52088,"Rose And Crown, Heol-Y-Capel, Nottage NottagePorthcawl, Bridgend, CF363ST",51.49046,-3.70191
658,"No.46, 46 Marine Terrace, Ceredigion, SY232BX",52.41855,-4.08418
46868,"Dene Hotel, 38 42 Grosvenor Road Jesmond JesmondNewcastle Upon Tyne, North East, NE22RP",54.991548,-1.599308
24119,"Malmaison Cheltenham, Bayshill Road Cheltenham, South West, GL503AS",51.896219,-2.083765
24775,"Fritton Arms Collection, Church Lane Fritton Norfolk, Great Yarmouth, East of England, NR319HA",52.54328,1.64992
24944,"Anvil View Guest House, Gretna Green, Dumfries and Galloway, DG165EA",55.004773,-3.061953
38557,"London Kings Hotel, 254 Edgware Road Paddington London, Westminster, W21DS",51.519122,-0.168851
10332,"Hilton Cambridge City Centre, Downing Street  Cambridge, East of England, CB23DT",52.203186,0.12214
34195,"Royal Windsor Holiday Apartments, Trafalgar Road 12, Blackpool, North West, FY16AW",53.80559,-3.053963
16372,"Albert Cottage Hotel, York Avenue East Cowes  Isle of Wight, South East, PO326BD",50.75368,-1.27776
8864,"Sunnyside Yourapartment, Surrey Street, Bristol, City of, South West, BS28PS",51.460639,-2.58682
11761,"The Greenway Hotel & Spa, Greenway Lane Shurdington CheltenhamGloucestershire, Tewkesbury, South West, GL514UG",51.85916,-2.1175
5188,"Rowton Hotel, 145 Alcester street Birmingham, West Midlands, B120PJ",52.47063,-1.8851
3251,"Jersey Farm Hotel, Darlington Rd Barnard CastleCounty Durham, North East, DL128TA",54.54842,-1.89291
28247,"The Mansion House Hotel, 45 High Street Holbeach SpaldingNorfolk, South Holland, East Midlands, PE127DY",52.803779,0.01568
7033,"Brooklands, 1 Kerley Rd West Cliff Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH25DW",50.71647,-1.88225
38516,"Citybest Hotel Limited, 31 33 Mansfield Road IlfordEssex, Redbridge, London, IG13BB",51.562266,0.066822
7014,"Pebbles B&B, 81 Saint Michaels Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DR",50.71745,-1.88395
20945,"Seabreeze Apartment, 79 Royal Parade, Eastbourne, South East, BN227AL",50.77253,0.29858
17479,"Manor House Hotel Cockermouth, Crown Street Cockermouth, Cumberland, North West, CA130EJ",54.66318,-3.36861
29246,"The Olde Bell, High Street Hurley Hurley, Windsor and Maidenhead, South East, SL65LX",51.54623,-0.81004
5726,"Morgans on the prom, 375 The Promenade Blackpool Lancashire, North West, FY16BQ",53.80093,-3.05512
37798,"Royal Eagle, 26-30 Craven Road London, Westminster, W23QB",51.514189,-0.178147
6247,"Lancaster Holiday Apartments, 302 Promenade Blackpool, North West, FY12EY",53.826165,-3.054956
2527,"Aviemore Lodge, Dalfaber Drive, Highland, PH221ST",57.1985,-3.8161
30033,"Salthouse Harbour Hotel, 1 Neptune Quay IpswichSuffolk, East of England, IP41AX",52.052554,1.161492
38548,"Devonshire Hotel, 94 Station Lane Hornchurch, Havering, London, RM126LX",51.55769,0.22012
37710,"Hyde Park Court Hotel, 48 Norfolk Square Paddington PaddingtonLondon, Westminster, W21RT",51.516518,-0.172646
48827,"Balmoral Hotel, 4 Craigard Road Oban, Argyll and Bute, PA345NP",56.415546,-5.472528
47220,"Borough Arms Hotel, 26 King Street Newcastle-under-Lyme Staffordshire, West Midlands, ST51HX",53.01368,-2.22065
36764,"Premier Inn Llanelli Central East, Llandafen Road  Llanelli Carmarthenshire LlanelliCarmarthenshire, SA149BD",51.682254,-4.133026
37568,"St Georges Inn Victoria, 25 Belgrave Road Victoria VictoriaLondon, Westminster, SW1V1RB",51.491924,-0.141513
8218,"Brighton Marina House Hotel B&B, 8 Charlotte Street Brighton, Brighton and Hove, South East, BN21AG",50.819282,-0.127786
12184,"Macdonald New Blossoms Hotel, St. John Street  Chester, Cheshire West and Chester, North West, CH11HL",53.190661,-2.888122
35055,"Stylish Garden View Apartment, 8 9 Western Harbour Midway Leith, City of Edinburgh, EH66PT",55.986341,-3.189348
16176,"Anchorage Apartments 7, Gyllyngvase Road, Cornwall, South West, TR114DJ",50.146035,-5.066541
31957,"Uncle's Cottage72 Main Street, Cumberland, North West, CA125DX",54.6021,-3.1398
8697,"Yourapartment Berkeley Sq Pads, 7 Berkeley Square Bristol, Bristol, City of, South West, BS81HG",51.45487,-2.60627
29174,"The Burleigh, 7 Cliff Terrace, King's Lynn and West Norfolk, East of England, PE366DY",52.9411,0.48882
3528,"Holiday Inn Basingstoke, Grove Road Basingstoke, Basingstoke and Deane, South East, RG213EE",51.253578,-1.079398
6362,"Rawcliffe Holiday Lets, 69 Hornby Road, Blackpool, North West, FY14QJ",53.81416,-3.04852
22444,"Anchorage Apartments 6, Gyllyngvase Road, Cornwall, South West, TR114DJ",50.146035,-5.066541
12038,"Peckforton Castle, Stone House Lane TARPORLEY, Cheshire East, North West, CW69TN",53.11786,-2.698865
46851,"Premier Inn Newcastle, Maingate Kingsway North Team Valley Kings Way NorthGateshead, North East, NE110NU",54.94288,-1.62421
24615,"Manna Cottage, 63 Main Street Grassington, North Yorkshire, Yorkshire and The Humber, BD235AA",54.07299,-1.99679
44532,"Park View Residence, 220 Waterloo Road Manchester, North West, M80TL",53.501702,-2.245168
28281,"The Bridge Inn, Santon Bridge Wasdale HolmrookCumbria, Cumberland, North West, CA191UX",54.402399,-3.371118
8553,"Holiday Inn Bristol Filton, Filton Road Hambrook Bristol, South Gloucestershire, South West, BS161QX",51.505413,-2.538008
38354,"Parkwood at Marble Arch, 4 Stanhope Place Marble Arch Marble ArchLondon, Westminster, W22HB",51.513518,-0.163034
6153,"Cadeby Lodge, 89 Hornby Road Blackpool, North West, FY14QP",53.814278,-3.047413
12805,"Travelodge Clacton on Sea Central, 45 Jackson Road Clacton On Sea Clacton-on-SeaEssex, Tendring, East of England, CO151JA",51.78938293,1.15052104
28251,"The Vicarage Freehouse & Rooms, Knutsford Road Holmes Chapel Holmes ChapelCranage, Cheshire East, North West, CW48EF",53.206798,-2.365467
1403,"Bridge House Hotel, Church Bridge GrasmereLake District National Park, Westmorland and Furness, North West, LA229SN",54.45701,-3.02347
6352,"Lyndale Holiday Flats, 40 Palatine Road, Blackpool, North West, FY14BY",53.81274,-3.04714
66633,"Elme Hall Hotel, 69 Elm High Road WisbechCambs, King's Lynn and West Norfolk, East of England, PE140DQ",52.648539,0.173552
37371,"Holmes Hotel London, 83 Chiltern Street London, Westminster, W1U6LJ",51.52109,-0.155928
98,"Malmaison Aberdeen, 49-53 Queens Road Aberdeen, Aberdeen City, AB154YP",57.14122,-2.13587
35930,"The Vincent Hotel, 98 Lord Street  Southport, Sefton, North West, PR81JR",53.64703,-3.00792
58045,"The Keep, 8 South Street Yeovil Somerset, South West, BA201QE",50.94067,-2.63275
9211,"Regent House Hotel, 3-5 Forth Street EdinburghMidlothian, City of Edinburgh, EH13JX",55.95759,-3.18822
33951,"Windsor House Hotel, 19 Hornby Road Blackpool, North West, FY14QG",53.81368,-3.05112
29656,"Crown Court Townhouse Hotel, Southside Road, 25 INVERNESS, Highland, IV23BG",57.47311946,-4.217707501
15200,"Ocean Views Apartments, 31 Mount Wise, Cornwall, South West, TR72BH",50.41218,-5.08118
11373,"Carradale Hotel, Argyll Argyll, Argyll and Bute, PA286RY",55.5905126,-5.468337
27797,"Loch Fyne Henley, 20 Market Place Henley-on-ThamesOxfordshire, South Oxfordshire, South East, RG92AH",51.5375,-0.90599
59259,"Woodlands Hotel, 80 Pinchbeck Road SpaldingLincolnshire, South Holland, East Midlands, PE111QF",52.79339,-0.15134
38730,"DoubleTree by Hilton London Kingston Upon Thames, 1 Skerne Road Kingston upon Thames, London, KT25FJ",51.413692,-0.305315
22164,"The Imperial Hotel, The Esplanade Exmouth ExmouthDevon, East Devon, South West, EX82SW",50.61687,-3.41469
17119,"Ambleside Central, 10 Lake Road Ambleside, Westmorland and Furness, North West, LA220AD",54.43013,-2.962145
57218,"Slaley Hall SlaleyHexhamNorthumberland, North East, NE470BX",54.89632,-2.01687
60163,"Premier Inn Stafford North Hurricane, 1 Hurricane Close StaffordStaffordshire, West Midlands, ST161GZ",52.83198,-2.13533
46937,"easyHotel Newcastle, Proctor House 23 29 Side 23-29 SideNewcastle Upon Tyne, North East, NE13JL",54.969381,-1.608889
64938,"Lauriston Hotel, 6-12 Knightstone Road Weston-super-Mare, North Somerset, South West, BS232AN",51.35081,-2.9824
19078,"Novar Arms Hotel, Balconie Street Schottland, Highland, IV169UN",57.663551,-4.336741
22592,"Old Manor Hotel, 55 Leven Road Lundin Links Lundin LinksFife Near St. Andrews, KY86AJ",56.212377,-2.9609
8234,"The Alvia, 36 Upper Rock Gardens BrightonEast Sussex, Brighton and Hove, South East, BN21QF",50.821294,-0.129477
56936,"Chantry Villa Hotel, 57 Drummond Road SkegnessLincolnshireWest Yorkshire, East Lindsey, East Midlands, PE253EQ",53.13847,0.34238
6171,"The Windsor Hotel, 21 King Edward Avenue North Shore Blackpool, North West, FY29TA",53.83517,-3.05148
15369,"13 Castle Hill, Cornwall, South West, PL220DE",50.40602,-4.67153
33253,"Hesketh Hotel, 51-53 Hesketh Avenue Blackpool, North West, FY29JX",53.84902,-3.05037
13048,"Globe Hotel, 71 North Station Road ColchesterEssex, East of England, CO11RQ",51.8959,0.8959
22167,"Manor Hotel, The Beacon Devon Exmouth  England Exeter  Exmouth, East Devon, South West, EX82AG",50.61698,-3.41325
16622,"Clifton Cottage, Tyndrum Crianlarich, Stirling, FK208SA",56.43813,-4.713858
35395,"Arundell Arms, Fore Street Devon, West Devon, South West, PL160AA",50.64326,-4.2842
33667,"The Glyndale, 9 Trafalgar Road Blackpool, North West, FY16AW",53.80543,-3.054192
44386,"Premier Inn Manchester City Centre, 72 Dale Street Manchester ManchesterGreater Manchester, North West, M12HG",53.4797411,-2.2322407
8295,"A Room With A View, 41 Marine Parade Brighton, Brighton and Hove, South East, BN21PE",50.819138,-0.130922
33349,"The Croydon, 12 Empress Drive Blackpool, North West, FY29SE",53.83623,-3.05334
21237,"iHOLIDAY HOTEL, 6 West Coates  Edinburgh, City of Edinburgh, EH125JG",55.94575,-3.23002
61920,"Victoria Hotel, BARMORE ROAD TARBERT, Argyll and Bute, PA296TW",55.86440999,-5.415190235
37793,"Phoenix Hotel, 1-8 Kensington Gardens Square London, Westminster, W24BH",51.513644,-0.1895
17167,"Dale Lodge Hotel, Red Bank Road Cumbria, Westmorland and Furness, North West, LA229SW",54.45801,-3.02525
6369,"The Starlux Hotel, Promenade, Blackpool, North West, FY11RU",53.82241,-3.055728
38485,"The Exhibitionist Hotel by theKeyCollections, 8-10 Queensberry Place South Kensington South KensingtonLondon, Kensington and Chelsea, SW72EA",51.494843,-0.177557
58127,"The Phoenix Hotel, 15 Fore Street Chard, Somerset, South West, TA201PH",50.8727,-2.965
1927,"Star Inn Rooms, 66 High Street Ardersier ArdersierInverness, Highland, IV27QB",57.57071,-4.03852
12220,"Hamilton Court Guest House, Hamilton St Chester, Cheshire West and Chester, North West, CH23JG",53.20049,-2.87432
2638,"The Ayrshire and Galloway, 1 Killoch Place AyrAyrshire, South Ayrshire, KA72EA",55.4585,-4.6295
33132,"The Elmora Hotel, Albert Road, 49 BLACKPOOL, North West, FY14TA",53.81507,-3.051633
37395,"Dolphin Hotel, 32-34 Norfolk Square Paddington PaddingtonLondon, Westminster, W21RS",51.516192,-0.17333
36622,"The White House Hotel, Saint George's Crescent Llandudno, Conwy, LL302LF",53.32462,-3.82764
37840,"ibis London Shepherds Bush, 3-5 Rockley Road London, Hammersmith and Fulham, W140DJ",51.501945,-0.220062
24098,"No 131, 131 The Promenade CheltenhamGloucestershire, South West, GL501NW",51.896695,-2.080268
12226,"Quarterz, 39 - 43 City Road  Chester, Cheshire West and Chester, North West, CH13AE",53.19448,-2.88144
48084,"J.D.Young, 2 4 Market Place Harleston HarlestonNorwichNorfolk, South Norfolk, East of England, IP209AD",52.40153,1.29889
33891,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF",53.81536,-3.04875
5848,"Blenheim Mount Hotel, 207 Promenade Blackpool, North West, FY15DL",53.808334,-3.055364
37335,"Oxford Hotel, 16-18 & 24 Penywern Road Earls Court Earls Court London, Kensington and Chelsea, SW59ST",51.49087,-0.193615
12187,"Dene Hotel, 95 Hoole Road ChesterChesire, Cheshire West and Chester, North West, CH23ND",53.202,-2.8714
30045,"Limes Hotel, 99 High Street Needham Market Needham MarketSuffolk, Mid Suffolk, East of England, IP68DQ",52.1549,1.05055
37430,"Native Hyde Park, Sussex Gardens 206 214 PaddingtonLondon, Westminster, W23UA",51.513757,-0.175683
33466,"The Waldorf, 591 593 New South Promenade Blackpool, North West, FY41NG",53.785623,-3.057592
45371,"Strawberry Bank Hotel, Main Rd Meriden MeridenCoventryWest Midlands, Solihull, CV77NF",52.43612,-1.64654
8431,"Central Seafront Flat In Kemp Town, Marine Parade Brighton Uk, Brighton and Hove, South East, BN21TR",50.819419,-0.132083
7833,"The Old Vicarage, Worfield BridgnorthShropshire, West Midlands, WV155JZ",52.56071,-2.36088
12839,"Tudor Farmhouse Hotel, High Street Royal Forest of DeanColeford Gloucestershire, South West, GL168JS",51.76946,-2.61965
35898,"The Sir Thomas Hotel, 24 Sir Thomas Street Liverpool, North West, L16JB",53.40771,-2.98623
22053,"Southernhay House Hotel, 36 Southernhay East Exeter, South West, EX11NX",50.72216,-3.52666
17610,"New Ing Lodge, Main Street Shap Cumbria, Westmorland and Furness, North West, CA103LX",54.53303,-2.67801
